ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
44594491,32929,1211,6,489,2010,4,1,1,3,130000,6,2,0,1,0,1,12
45806121,21953,900,4,748,2015,9,0,5,2.4,122000,4,2,1,1,0,14,12
45810349,30734,1578,0,118,2015,1,1,5,4.4,92213,8,0,2,0,0,14,12
45655934,13172,501,2,465,2014,9,0,5,1.5,126688,4,0,1,1,0,1,12
45804158,45210,1017,4,817,2017,4,1,1,2,91478,4,0,1,1,0,7,4
45656721,6586,746,7,643,2009,3,1,2,1.5,173213,4,0,1,1,0,14,12
45757702,41397,1292,6,502,2016,4,1,5,3,86189,6,0,0,1,0,2,12
45609287,10349,1266,7,145,2014,3,0,2,1.5,136700,4,0,1,1,1,12,4
45491349,15200,586,7,665,2012,3,0,2,1.8,360755,4,0,1,1,0,13,12
45732965,11604,639,4,748,2014,9,1,4,2,336971,4,0,1,1,0,12,4
45643739,23834,625.709923664122,1,317,2017,9,0,5,1.4,37474,4,1,1,1,0,12,8
44329013,39201,757.14552238806,7,268,2017,9,1,5,2.5,52000,4,2,1,1,0,1,8
45761512,12388,781,7,268,2012,9,0,2,2.5,149000,4,0,1,1,0,12,8
45773549,862,259,1,853,2014,4,1,2,1.4,133195,4,0,1,1,0,1,0
45643521,14069,1292,6,493,2016,4,1,5,3,94400,6,3,0,1,0,14,12
45750962,37633,779,7,680,2013,4,0,5,2.5,68000,6,2,0,1,0,7,12
45805883,14740,582.788167938931,7,643,2010,9,0,2,1.8,0,6,3,1,1,0,11,6
45801337,16308,1271.22222222222,7,268,2007,9,0,2,2.4,165000,4,3,1,1,0,2,8
45779065,15994,761,7,643,2010,9,0,2,1.8,85000,4,3,1,1,0,12,10
45787260,5802,1599.33333333333,3,425,2003,9,0,5,1.3,0,4,3,1,1,1,1,6
42728035,18503,1043.5,6,174,2015,9,0,5,1.8,72000,4,2,1,1,0,11,9
45767486,4861,1324,7,535,2010,4,1,2,3.3,264877,6,0,0,1,0,14,12
45755532,314,1079,7,70,2018,9,1,5,2,33122,4,0,1,1,0,2,12
45677435,12074,761,7,643,2010,9,0,2,1.8,304000,4,0,1,1,0,11,6
45688889,15053,598.5,4,827,2013,3,1,5,1.6,105600,4,2,1,0,0,14,12
45801537,13700,584,4,387,2014,9,0,5,1.8,150000,4,0,1,1,0,14,4
45641964,3763,779,7,268,2013,9,1,2,2.5,124912,4,0,1,1,0,14,12
45814309,13485,1119.75,7,298,2007,9,0,5,1.6,139400,4,2,1,1,0,11,10
45812947,13485,1429.8433516297,6,164,2007,9,1,5,1.7,109600,6,2,1,1,0,12,5
45732352,40976,639,4,733,2014,4,1,1,2,151000,4,0,1,1,0,1,4
45816374,6272,1018,0,871,2011,4,1,5,3,170043,6,0,0,1,0,7,12
45777846,8154,1111,3,425,2012,3,0,2,1.3,67000,4,0,1,1,1,14,2
43453542,30420,1338.90845620294,0,880,2008,4,1,5,2,133000,8,2,0,1,0,2,12
45640914,8154,919,0,871,2012,4,1,1,3,103458,6,0,0,1,0,14,0
45813326,25089,456,5,633,2015,4,1,2,2.5,108344,4,0,0,1,0,12,12
45770038,1568,1172,7,535,2011,4,1,2,3.5,342622,6,0,0,1,0,1,12
45777216,2700,1368,3,293,1995,3,0,5,1.3,2000,4,1,1,0,0,12,2
45812580,150,1279,3,257,2003,4,0,5,1.5,777,4,1,2,1,0,9,11
45809111,14069,866,2,630,2015,0,1,5,2.3,70313,4,0,1,1,0,1,4
45804364,8154,585,6,195,2013,9,1,5,1.8,110601,4,2,2,1,0,7,12
45651639,549,761,7,643,2010,3,1,2,1.8,228661,4,0,1,1,0,14,12
45798345,11604,1888,0,87,2005,9,1,5,3,0,6,2,2,1,0,1,6
45793212,10032,639,1,639,2013,4,1,1,2,71340,4,0,1,1,0,1,4
45647867,282,1598,6,605,2008,4,1,1,3,213998,6,0,0,1,0,12,12
45791669,39829,1211,6,485,2009,4,1,1,3.2,152000,6,2,0,1,0,12,12
45813239,470,1327,7,268,2018,9,1,5,2.5,80568,4,0,1,1,0,2,12
45802818,55230,1079,4,733,2018,4,1,1,2,49396,4,0,1,1,0,14,4
45815126,1333,862,7,268,2011,9,1,5,2.5,153410,4,0,1,1,0,14,12
45602241,69621,1356,6,492,2014,4,1,5,4.6,169600,8,2,0,1,0,12,10
45757116,4077,382,1,853,2017,3,1,2,1.5,123206,4,0,1,1,0,14,0
45803286,10663,765,4,748,2015,9,1,4,2,343047,4,0,1,1,0,12,4
45758356,12544,749,4,748,2014,9,1,5,2.4,76566,4,0,1,1,0,7,0
45807628,26657,1185,5,549,2009,9,1,5,2.5,245000,6,2,2,1,0,7,10
45769190,314,1172,6,361,2011,9,1,1,3.5,132630,6,0,2,1,0,12,12
44284749,23207,934,7,274,2015,9,1,5,2.5,45490,4,0,1,1,0,1,8
45792924,14426,638,1,317,2014,9,1,1,2,66226,4,0,1,1,0,2,4
45802054,21326,911,6,182,2010,9,0,1,2.2,24500,6,1,2,1,0,12,12
45814936,188,1018,0,871,2011,4,1,5,3,196330,6,0,0,1,0,14,0
45794793,19130,781,7,268,2012,9,0,2,2.5,138000,4,0,1,1,0,5,12
45804373,43880,1017,4,817,2017,4,1,1,2,98847,4,0,1,1,0,14,4
45775825,10349,1266,7,145,2014,3,0,5,1.5,114000,4,0,1,1,1,1,12
45755029,17876,394,7,157,2014,9,1,2,2.5,379218,4,0,1,1,0,1,12
45760821,94,448,3,560,2012,3,1,2,1.3,0,4,0,1,1,0,12,0
45773976,392,779,7,268,2013,4,1,2,2.5,493571,4,0,1,1,0,1,12
45628448,62722,833,6,182,2015,9,0,1,2.2,142000,4,2,2,1,0,1,12
45765584,862,1399,6,361,2010,9,1,1,3.5,239224,6,0,0,1,0,1,12
45769439,3763,584,4,387,2014,9,1,5,1.8,110685,4,0,1,1,0,14,12
43725113,10000,1268,3,462,2012,7,0,5,1.5,90000,4,0,1,1,1,12,4
45755594,4234,834,7,792,2013,8,1,5,2.7,158870,4,0,2,1,0,14,0
45425255,19080,1711.27272727273,0,871,2005,4,1,5,4.4,195000,8,2,0,1,0,1,0
45745884,48610,1429.8433516297,6,714,2010,9,1,5,3.5,98000,6,2,2,1,0,1,16
45763074,10506,1268,7,145,2012,9,0,2,1.5,78000,4,0,1,1,1,12,2
45738290,47038,1122.62941176471,5,701,2010,4,1,2,3.5,166000,6,3,0,1,0,12,0
45649872,941,1055,5,701,2013,4,1,2,3.5,361603,6,0,1,1,0,1,12
44191988,130,838.669960474308,4,733,2012,4,0,5,2.4,100000,6,2,0,2,0,3,5
45771162,18817,1195,6,837,2008,7,0,1,2.2,289216,6,1,2,0,0,14,4
44907067,19601,784,1,622,2017,9,0,5,1.5,26095,4,0,1,1,0,2,8
44682850,37633,1037.33333333333,0,57,2013,9,1,5,3,117000,6,0,2,1,0,1,12
45800719,13799,888.488372093023,7,643,2008,9,1,5,1.5,248000,4,0,2,1,0,7,4
45709090,10663,1599.33333333333,3,425,2008,3,1,5,1.3,155000,4,3,1,1,1,1,4
45770985,627,503,3,293,2012,9,1,2,1.5,272189,4,0,1,1,0,12,0
45787236,11290,645,6,191,2011,9,1,5,1.8,152000,4,2,2,1,0,1,12
45672817,17249,582.788167938931,7,643,2011,3,0,2,1.8,175000,4,3,1,1,0,11,8
45772005,8467,939.882352941176,7,849,2003,3,0,5,1.3,125000,4,1,1,1,1,5,2
45453270,15994,582.788167938931,7,643,2010,9,0,2,1.8,191000,6,0,1,1,0,1,10
45811561,7840,2084,2,799,1997,6,0,1,2.5,400000,4,1,2,1,0,14,2
45792424,37633,1269,0,891,2009,4,1,5,4.4,154774,6,2,0,1,0,1,12
45769482,1019,831,4,387,2017,9,1,5,1.6,25635,4,0,1,1,0,1,12
45802898,24327,707,4,733,2011,4,1,1,2,177194,4,0,1,1,0,14,4
45770035,627,1750,7,535,2008,9,1,2,3.3,277405,6,0,0,1,0,7,12
45652342,941,586,4,387,2012,9,1,5,1.8,192357,4,0,1,1,0,1,12
45720805,35000,1684.925,6,361,2006,9,1,5,3.5,200000,6,2,2,1,0,4,2
45759404,23521,582.788167938931,7,643,2014,9,1,5,1.8,150000,4,0,1,1,0,14,8
45802964,45436,639,4,733,2014,4,1,1,2,122904,4,0,1,1,0,2,4
45793715,6272,1429.8433516297,6,240,1998,1,1,5,3.2,180264,6,0,2,0,0,11,2
45801600,20266,531,4,387,2012,9,1,5,1.6,107523,4,0,1,1,0,14,4
45732102,48697,765,4,733,2015,4,1,1,2,155797,4,0,1,1,0,14,4
45803404,15681,891,4,748,2016,9,1,4,2,295509,4,0,1,1,0,12,4
45753561,18817,582.788167938931,7,643,2010,9,0,5,1.8,190000,4,0,1,1,0,7,12
45732067,51965,891,4,733,2016,4,1,1,2,59515,4,0,1,1,0,2,4
45816395,941,753,4,748,2012,9,1,5,2.4,238139,4,0,1,1,0,12,12
45647561,3763,779,7,268,2013,9,1,2,2.5,124912,4,0,1,1,0,14,12
45646743,5018,779,7,268,2013,9,1,2,2.5,190549,4,0,1,1,0,1,12
45550192,40142,940.695652173913,7,680,2016,4,0,5,2.5,27000,4,0,1,1,0,7,12
45816082,4234,585,4,387,2013,9,1,5,1.8,142786,4,0,1,1,0,14,12
45797171,42218,1091,4,526,2016,7,1,1,2.5,48800,4,0,1,1,0,12,4
45629164,314,333,2,465,2014,9,1,2,2,124493,4,0,1,1,0,14,0
45770893,20071,565.416666666667,2,214,2013,3,1,2,2,63000,4,0,1,1,0,3,10
45772840,11447,308,5,258,2014,3,1,2,1.8,132563,4,0,1,1,0,11,0
45806851,62722,1549.7358490566,6,502,2015,4,1,5,3.5,0,8,2,0,1,1,1,0
45809627,73131,831,3,293,2018,9,1,5,1.5,1036,4,0,1,1,0,12,4
45802649,15900,836,4,733,2010,4,1,1,2,230314,4,0,1,1,0,7,4
45772308,627,645,4,387,2011,4,1,5,1.8,172502,4,0,1,1,0,1,12
45660996,1019,917,0,871,2013,4,1,1,3,137802,6,0,0,1,0,1,0
45802538,44846,1110,4,733,2017,4,1,1,2.2,21037,4,0,1,1,0,2,4
45619809,19130,582.788167938931,7,643,2015,3,0,2,1.8,22720,4,0,1,1,0,1,0
45655642,706,585,7,643,2013,3,1,2,1.8,105328,4,0,1,1,0,14,12
45803496,16308,891,4,748,2016,9,1,4,2,268872,4,0,1,1,0,14,4
45801518,15000,595.03007518797,2,465,2010,9,1,5,2.5,22560,8,3,1,1,0,14,8
45769746,1882,1053,6,361,2014,9,1,5,3.5,146395,6,0,2,1,0,7,12
45815305,26971,1823,7,535,2018,4,1,5,3.5,47002,6,0,0,1,0,14,12
45802260,17249,582.788167938931,7,643,2011,9,0,2,1.8,130000,4,3,1,1,1,14,4
42107506,25,1599.33333333333,3,425,2002,3,0,5,1.5,157000,4,0,1,1,1,12,5
45793952,17249,1429.8433516297,6,357,2002,9,1,5,3.2,230000,6,2,2,1,0,1,10
45695087,10976,1132,7,643,2006,3,0,2,1.5,135000,4,3,1,1,0,12,8
45807756,5500,2084,2,799,1991,6,0,1,2.5,128965,4,1,2,0,0,14,0
45773244,2587,650,1,317,2016,9,1,5,1.4,87973,4,0,1,1,0,1,12
45809326,25274,503,7,145,2012,3,1,2,1.5,59200,4,0,1,1,0,14,4
45757086,29793,917,0,124,2013,9,1,5,3,136000,6,2,2,1,0,14,12
45804761,33575,891,4,817,2016,4,1,1,2,117470,4,0,1,1,0,12,4
45770272,6899,1599.33333333333,3,425,2004,9,0,5,1.3,160000,4,0,1,1,1,12,2
45797797,10976,843,7,643,2008,9,0,2,1.5,184000,4,3,1,1,0,14,8
45732591,49723,891,4,733,2016,4,1,1,2,142037,4,0,1,1,0,1,4
45766773,9722,1273,7,268,2015,9,1,5,3.5,117451,6,0,1,1,0,1,12
45811776,19444,1024,2,409,2010,4,1,2,2.5,85000,4,0,0,1,0,1,6
45801023,15000,1690.85714285714,6,769,2005,2,0,1,2.2,0,4,1,2,1,0,14,1
45764241,314,834,7,792,2013,4,1,5,2.7,158870,4,0,2,1,0,14,12
45158822,25716,1018,0,95,2011,9,1,5,3,90567,6,2,2,1,0,7,12
45794253,12100,781,7,268,2012,9,0,2,2.5,178700,4,2,1,1,0,14,6
45816060,4077,697,4,387,2015,9,1,5,1.8,115507,4,0,1,1,0,1,12
45813085,549,1202,4,748,2017,9,1,5,2.4,54990,4,0,1,1,0,1,12
45816275,3763,919,0,891,2012,4,1,5,3,161421,6,0,0,1,0,1,12
45787417,12544,777,7,268,2014,9,1,5,2.5,107000,4,2,1,1,0,7,12
45666470,35438,1338.90845620294,0,110,2011,9,1,5,4.4,132000,8,2,2,1,0,7,12
45732940,7056,707,4,748,2011,9,1,4,2,82328,4,0,1,1,0,12,4
45656709,314,586,7,643,2012,3,1,2,1.8,418667,4,0,1,1,0,14,12
44063335,10000,862,3,405,2007,7,0,5,2.4,141000,4,0,1,1,1,14,2
45766554,4547,1850,6,361,2008,9,1,1,3.5,494317,6,0,0,1,0,1,12
45776784,3600,970.867153989687,2,570,1996,1,0,5,1.3,276000,4,1,1,0,0,6,0
45809704,13877,473,1,317,2014,9,1,5,1.4,149875,4,0,1,1,0,14,4
41096232,58018,518,7,683,2016,4,1,2,2.5,53000,4,2,0,1,0,2,12
45760776,21326,585,7,643,2013,9,0,2,1.8,170000,4,0,1,1,0,14,0
45764560,23521,1058,7,535,2012,4,1,5,3.5,140966,6,0,0,1,0,1,12
45769846,5802,1055,6,361,2013,9,1,1,3.5,107800,6,0,2,1,0,7,12
45625132,314,779,7,268,2013,9,1,2,2.5,225510,4,0,1,1,0,14,12
45770954,251,490,3,560,2011,3,1,2,1.3,216858,4,0,1,1,0,7,0
45788421,9500,1268.31428571429,4,526,2005,7,0,5,2.4,240000,4,1,2,1,0,14,0
45809427,7279,279,3,425,2015,10,1,2,1.3,138520,4,0,1,1,0,12,4
45797725,11760,1185,4,526,2009,7,1,1,2.5,56552,4,0,1,1,0,15,4
45756500,11290,888.488372093023,7,643,2007,9,0,2,1.5,120000,4,0,1,1,0,7,6
45803417,11290,891,4,748,2016,9,1,4,2,279787,4,0,1,1,0,12,4
45655629,627,586,7,643,2012,3,1,2,1.8,435560,4,0,1,1,0,14,12
45729784,27654,528,4,387,2014,9,1,5,1.6,85746,4,0,1,1,0,1,4
45772754,392,1514,5,517,2011,9,1,5,4.6,202048,8,0,0,1,0,14,0
45697781,26657,394,7,268,2014,9,1,2,2.5,26900,4,0,1,1,0,2,12
45787620,8154,1677,2,799,2003,6,0,1,2,190000,4,1,1,1,0,2,2
41177629,14069,1104,0,115,2015,9,1,5,3,45916,6,2,0,1,0,14,12
45802884,40387,694,4,733,2014,4,1,1,2.2,56809,4,0,1,1,0,14,4
45649018,1019,765,6,498,2015,4,1,5,2,37786,4,0,0,1,0,14,0
45787311,20385,582.788167938931,7,643,2015,3,0,2,1.8,186000,6,2,1,1,0,14,8
45796985,66197,1327,4,526,2018,10,1,4,2.5,20930,4,0,1,1,0,15,4
45733127,15060,765,4,748,2015,9,1,4,2,145744,4,0,1,1,0,11,4
45772985,2509,1017,6,498,2017,4,1,5,2,44477,4,0,1,1,0,2,0
45792250,30734,1690.85714285714,6,769,2003,6,0,1,2.7,116000,5,2,2,0,0,14,4
45760931,22894,666,6,345,2014,9,1,1,2.1,58864,4,0,2,1,0,12,12
45642782,11133,394,7,268,2014,9,1,2,2.5,179381,4,0,1,1,0,1,12
45781873,6900,1387.22222222222,3,638,2002,7,0,5,2.3,0,4,0,1,1,1,1,4
45813742,15210,463,7,643,2018,9,1,2,1.8,12416,4,0,1,1,0,14,12
45629887,157,640,2,465,2013,9,1,2,2,339920,4,0,1,1,0,14,0
45802305,43655,1091,4,526,2016,10,1,1,2.5,145631,4,0,1,1,0,1,4
45617632,5018,779,7,268,2013,9,1,2,2.5,190549,4,0,1,1,0,1,12
45805967,56450,870,6,335,2016,9,1,1,2.2,133000,4,0,2,1,0,1,0
45797117,17245,503,7,651,2012,3,1,2,1.5,75000,4,0,1,1,0,11,12
45291247,21500,1054,6,837,2009,2,0,1,2.2,165738,4,1,2,1,0,14,6
44927578,58018,917,6,605,2013,4,1,1,3,110000,6,2,0,1,0,7,12
45767141,14113,502,7,651,2013,3,0,2,1.5,135000,4,0,1,1,0,14,8
45814711,10663,749.991967871486,7,145,2012,3,0,2,1.5,1000,4,0,1,1,1,14,2
45653303,1646,640,2,465,2013,9,1,2,2,174619,4,0,1,1,0,7,0
45768098,12074,1537,7,535,2009,4,1,2,3.3,420550,6,0,0,1,0,2,12
45732780,13626,836,4,748,2010,9,1,5,2,193486,4,0,1,1,0,12,4
45787104,15681,970.867153989687,2,800,1998,6,0,1,2.5,250000,4,1,2,1,0,14,0
44144353,32929,1429.8433516297,6,602,2009,4,1,1,3,172483,8,0,0,1,0,1,0
45804353,44213,770,4,817,2016,4,1,1,1.7,90924,4,0,1,1,0,14,4
45813648,15367,584,4,387,2014,9,0,5,1.8,78222,4,2,1,1,0,0,10
45794229,23521,781,1,317,2018,9,0,5,1.4,6000,4,2,1,1,0,14,0
42782286,50178,1823,7,542,2012,8,0,1,3,104000,6,1,0,1,0,14,6
45786551,23521,333,2,465,2014,9,1,2,2,122000,4,3,1,1,0,2,8
45652364,3763,1850,6,605,2008,4,1,1,3.5,366869,6,0,0,1,0,1,12
45810276,24302,642,1,620,2012,9,1,5,2,91654,4,0,1,1,0,11,4
45794178,6272,1429.8433516297,6,235,2001,1,0,5,2.3,266085,4,1,2,0,0,1,2
45775915,9408,1681,0,35,2000,1,0,1,1.9,197000,4,1,1,0,0,6,4
45803331,9252,765,4,748,2015,9,1,4,2,445734,4,0,1,1,0,8,4
45803499,15681,891,4,748,2016,9,1,4,2,201876,4,0,1,1,0,12,4
45803586,17876,1296,7,268,2008,9,0,5,2.4,141877,4,0,1,1,0,5,12
45770230,56136,1017,6,355,2017,9,1,5,2,50963,4,0,2,1,0,1,12
45810030,47531,1017,3,293,2017,9,1,5,2,48291,4,0,1,1,0,7,4
45802565,43548,891,4,733,2016,4,1,1,2,135264,4,0,1,1,0,1,4
45803359,15681,891,4,748,2016,9,1,4,2,261167,4,0,1,1,0,12,4
45537223,16621,271,7,651,2014,3,0,2,1.5,96000,4,0,1,2,0,12,10
45809893,18726,503,7,145,2012,3,1,5,1.5,101800,4,0,1,1,0,15,4
45816501,10976,1529,0,30,2005,1,1,5,1.8,55000,4,1,2,1,0,11,4
45803312,16443,640,4,748,2013,9,1,5,2,162000,4,0,1,1,0,7,4
45758472,3136,441,4,748,2015,9,1,2,2.4,187909,4,0,1,1,0,12,0
45786711,65858,517,5,701,2014,4,1,2,3.5,68800,6,2,2,1,0,14,10
45809652,32945,447,3,425,2013,3,1,5,1.3,17150,4,0,1,1,0,14,4
45732672,15035,707,4,748,2011,9,1,5,2,138111,4,0,1,1,0,1,4
45802880,45138,891,4,733,2016,4,1,1,2,140633,4,0,1,1,0,2,4
45733551,43545,891,4,748,2016,9,1,5,2,78196,4,0,1,1,0,1,4
45766756,94,1017,6,355,2017,9,1,5,2,1600,4,0,2,1,0,1,12
45807320,17249,741.884259259259,3,425,2012,3,1,2,1.5,160000,4,3,1,1,1,14,0
45779504,12231,612.4,2,448,2011,3,0,5,1.6,154274,4,0,1,1,0,12,8
44943484,16621,582.788167938931,7,643,2011,3,0,2,1.8,102000,4,0,1,1,0,7,10
45808878,27174,730,1,162,2016,9,1,5,1.6,9607,4,0,1,1,0,14,4
45498508,18189,1271.22222222222,7,268,2006,9,1,2,2.4,18600,4,0,1,1,0,7,8
45471406,23521,779,7,268,2013,9,1,2,2.5,16960,4,0,1,1,0,5,10
45816376,1568,1018,0,871,2011,4,1,1,3,270326,6,0,0,1,0,14,12
45816350,3,595,7,651,2015,3,1,5,1.5,75200,4,0,1,1,0,11,12
45721698,17562,697,7,643,2015,9,1,5,1.8,132000,4,2,1,1,0,14,6
44441382,17876,1271.22222222222,7,268,2007,9,0,4,2.4,167435,4,2,1,1,0,12,6
45656610,26657,919,6,605,2012,4,1,1,3,271701,6,0,0,1,0,14,12
45803616,29163,781,4,526,2012,7,1,1,2.5,63308,4,0,1,1,0,12,4
45809937,15577,639,1,317,2014,9,1,1,2,77192,4,0,1,1,0,12,4
45797084,8515,1047,4,387,2007,9,1,5,1.6,140900,4,0,1,1,0,12,4
45792695,18189,832.188679245283,2,409,2008,4,1,2,2.5,175000,4,0,0,1,0,6,0
45769983,2430,1598,6,361,2008,9,1,1,3,175614,6,0,2,1,0,1,12
45806014,4547,271,7,651,2014,3,0,2,1.5,196800,4,0,1,1,0,12,12
45795506,25716,1711.27272727273,0,871,2008,4,1,5,3,125000,6,2,0,1,0,1,12
45168746,23207,582.788167938931,7,643,2013,9,0,2,1.8,70042,4,3,1,1,0,7,12
45803132,11604,1017,4,748,2017,9,1,4,2,269689,4,0,1,1,0,8,4
45783680,7840,1429.8433516297,6,230,2000,1,0,5,2,210508,4,1,2,0,0,12,4
45651234,4547,919,6,487,2012,4,1,1,3,149171,6,0,0,1,0,1,12
45729563,28830,528,4,387,2014,9,1,5,1.6,90823,4,0,1,1,0,14,4
45787277,25089,781,7,268,2012,9,0,2,2.5,125678,4,2,1,1,0,14,12
45810123,12281,687,1,575,2010,9,1,5,1.6,111897,4,0,1,1,0,11,4
37343036,90,872.02838865217,7,524,2002,7,0,5,3.4,85000,6,0,0,1,1,14,4
45789080,8781,761,7,643,2010,3,0,2,1.8,315000,4,0,1,1,0,1,12
45583012,18503,503,7,651,2012,3,0,2,1.5,91753,4,0,1,1,0,14,8
45763009,4861,1324,7,535,2010,4,1,2,3.3,264877,6,0,0,1,0,14,12
45804840,47810,891,4,817,2016,4,1,1,2,57000,4,0,1,1,0,14,4
45771483,12544,642,2,452,2012,9,0,5,2,138664,4,0,1,1,0,2,0
45801484,16621,271,7,651,2014,3,0,2,1.5,113000,4,3,1,1,0,14,9
44980870,16481,645,7,643,2011,3,1,2,1.8,121000,4,0,1,1,0,12,7
45774280,3500,1429.8433516297,6,16,1992,9,0,0,2.3,220000,4,1,2,1,1,1,2
45775446,18817,1507.30769230769,6,837,2006,6,0,1,2.2,200000,6,1,2,0,0,7,3
45809819,18422,642,7,145,2012,9,1,5,2,78200,4,0,1,1,0,2,4
45654922,2666,1018,6,605,2011,4,1,1,3,0,6,0,0,1,0,1,12
45776676,26030,1429.8433516297,6,602,2009,4,1,1,3.2,304000,8,2,0,1,0,14,12
44397333,18800,530,4,827,2013,3,1,5,1.6,53000,4,2,1,1,0,2,10
45656260,706,761,7,643,2010,3,1,2,1.8,73402,4,0,1,1,0,14,12
45812380,23521,308,7,643,2014,3,0,2,1.8,152000,4,3,1,1,0,12,0
45808245,21953,565.416666666667,2,214,2013,3,1,6,2,133000,4,0,1,1,0,12,10
45793274,11604,489,1,768,2016,9,1,5,1,31455,4,0,1,1,0,14,4
45319411,18817,753,7,268,2012,9,0,5,2.4,72000,4,2,1,1,0,5,12
45801846,13658,687,4,387,2010,9,1,5,1.6,115783,4,0,1,1,0,12,4
45810012,24239,502,7,145,2013,3,1,5,1.5,69000,4,0,1,1,0,14,4
45795811,10349,1888,0,87,2007,9,1,5,3,15000,6,2,2,2,0,2,10
45398572,10976,888.488372093023,7,643,2007,3,0,2,1.5,285000,4,3,1,1,0,14,4
45815803,10976,2084,2,799,1999,2,0,1,2.5,137000,4,1,2,1,0,2,2
45796828,19296,862,4,526,2011,8,1,1,2.5,61805,4,0,1,1,0,14,4
45800653,17876,645,6,196,2011,1,1,5,1.8,230210,4,2,2,0,0,1,0
45803266,14113,1017,4,748,2017,9,1,4,2,31143,4,0,1,1,0,14,4
45640541,157,640,2,465,2013,9,1,2,2,215965,4,0,1,1,0,1,0
45809518,16107,446,3,425,2014,3,1,5,1.3,35479,4,0,1,1,0,2,4
45793401,5645,1288,1,289,2007,4,1,1,2,48563,4,0,1,1,0,14,4
45796868,46251,1249,4,526,2017,10,1,1,2.5,83138,4,0,1,1,0,7,4
45797541,20005,583,4,387,2011,9,1,5,1.6,157421,4,0,1,1,0,7,4
45797020,31317,777,4,526,2014,7,1,1,2.5,139328,4,0,1,1,0,12,4
45729925,26180,629,4,387,2015,9,1,5,1.6,107899,4,0,1,1,0,12,4
45814824,6743,1273,7,157,2015,9,1,5,3.5,122418,6,0,1,1,0,2,12
45810656,10515,363,1,768,2014,3,1,5,1,57498,4,0,1,1,0,14,4
45797782,15367,1024,4,526,2010,7,1,1,2.5,49140,4,0,1,1,0,1,4
44414287,14113,826.666666666667,0,867,2004,4,1,0,2.5,380000,6,2,0,1,0,12,12
45757934,7527,1599.33333333333,3,425,2004,3,1,5,1.3,150000,4,0,1,1,1,12,4
45803269,14166,640,4,748,2013,9,1,5,2,206088,4,0,1,1,0,14,4
45770550,5500,872.02838865217,7,161,2003,9,0,5,2,109000,4,2,1,1,0,3,4
45801603,20209,531,4,387,2012,9,1,5,1.6,108900,4,0,1,1,0,12,4
45803099,38894,640,4,733,2013,4,1,1,2,166476,4,0,1,1,0,7,4
45732618,7840,836,4,748,2010,9,1,4,2,350070,4,0,1,1,0,7,4
45792381,1098,761,7,298,2010,9,1,5,1.8,346078,4,0,1,1,0,2,12
45792674,10976,843,7,643,2008,3,0,2,1.5,100914,4,0,1,1,0,13,12
45284887,21953,781,7,268,2012,9,1,5,2.5,12300,4,2,1,1,0,1,12
45323823,22266,777,7,268,2014,9,1,5,2.5,105600,4,2,1,1,0,7,12
45757255,4234,1307,1,559,2015,9,1,5,3.6,159094,6,0,1,1,0,1,12
45781997,9095,872.02838865217,7,860,2005,7,1,0,1.8,27000,4,0,0,1,1,2,10
45751049,19757,1820,3,638,2019,9,1,5,3.5,13994,6,0,1,1,0,1,12
45416716,13000,642,2,214,2012,3,0,2,2,208000,4,3,1,1,0,7,8
45760172,941,1811,5,516,2010,4,1,5,4.6,260771,8,0,0,1,0,1,0
45644319,14113,447,3,560,2013,9,1,2,1.3,44000,4,2,1,1,0,6,8
44782457,20385,757.14552238806,7,268,2012,9,0,2,2.5,320000,4,3,1,1,0,14,6
45641259,1098,394,7,268,2014,9,1,2,2.5,398069,4,0,1,1,0,1,12
45732628,9938,639,4,748,2014,9,1,4,2,493905,4,0,1,1,0,12,4
45764402,1568,1172,6,361,2011,1,1,1,3.5,226251,6,0,2,0,0,1,12
45653560,706,574,3,560,2010,3,1,2,1.3,189571,4,0,1,1,0,12,0
45803588,13172,891,4,748,2016,9,1,4,2,410137,4,0,1,1,0,8,4
45807587,12544,2188,6,605,2007,4,1,5,3.5,246400,6,2,0,1,0,12,8
45797337,25763,777,4,526,2014,7,1,1,2.5,273500,4,0,1,1,0,1,4
45523719,29793,1077,7,220,2019,4,1,5,2,4330,4,0,1,1,0,14,12
45732854,9252,765,4,748,2015,9,1,4,2,128965,4,0,1,1,0,8,4
45799422,13015,1515,6,184,2005,9,1,4,2.5,235000,6,2,2,1,0,14,0
45771291,36065,1055,5,701,2013,4,0,2,3.5,0,6,0,0,1,0,1,0
45814311,14113,1429.8433516297,6,176,2006,9,1,5,1.8,140000,4,2,2,1,0,0,0
45807450,47982,1356,6,495,2014,4,1,5,4.6,121382,8,0,0,1,0,1,12
45781776,26030,872.02838865217,7,898,2016,3,1,5,1.5,55000,4,2,1,1,0,2,12
44491338,10032,1507.30769230769,6,837,2001,2,0,1,2.2,380000,4,1,2,1,0,11,2
45782430,21012,1271.22222222222,7,268,2009,9,0,2,2.4,251200,4,0,1,1,0,12,8
45805155,23138,836,4,817,2010,4,1,1,2,221000,4,0,1,1,0,14,4
45729834,27504,730,4,387,2016,9,1,4,1.6,74909,4,0,1,1,0,12,4
45620697,941,1053,6,361,2014,9,1,1,3.5,184467,6,0,2,1,0,14,12
