Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Age,Miles_per_year,Brand_Model
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,576605,4,Automatic,Front,4,Left wheel,Orange,4,10,57660.5,HYUNDAI_Sonata
1490,1058.0,TOYOTA,Highlander,2012,Jeep,1,Hybrid,3.5,363059,6,Automatic,4x4,4,Left wheel,White,12,13,27927.615384615383,TOYOTA_Highlander
49858,639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,79769,4,Automatic,Front,4,Left wheel,Grey,4,11,7251.727272727273,HYUNDAI_Santa FE
220,1327.0,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,70662,4,Automatic,Front,4,Left wheel,Black,12,7,10094.57142857143,TOYOTA_Camry
1803,761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,258909,4,Automatic,Front,4,Left wheel,White,12,15,17260.6,TOYOTA_Prius
6586,,MERCEDES-BENZ,200,1999,Sedan,0,Diesel,2.0,315000,4,Manual,Rear,4,Left wheel,Black,6,26,12115.384615384615,MERCEDES-BENZ_200
56450,915.0,BMW,X5,2014,Jeep,1,Petrol,3.0,70000,6,Tiptronic,4x4,4,Left wheel,Blue,12,11,6363.636363636364,BMW_X5
282,1077.0,TOYOTA,CHR,2019,Jeep,1,Petrol,2.0,3237,4,Automatic,Front,4,Left wheel,Black,12,6,539.5,TOYOTA_CHR
62719,1079.0,BMW,X1,2018,Jeep,1,Petrol,2.0,35000,4,Tiptronic,4x4,4,Left wheel,Black,12,7,5000.0,BMW_X1
19757,353.0,TOYOTA,Prius,2015,Sedan,0,Hybrid,1.8,100000,4,Tiptronic,Front,4,Left wheel,Sky blue,12,10,10000.0,TOYOTA_Prius
15681,,TOYOTA,Prius 11,2008,Hatchback,1,Hybrid,1.5,210000,4,Automatic,Front,4,Left wheel,Grey,8,17,12352.941176470587,TOYOTA_Prius 11
32929,,BMW,535,2011,Sedan,1,Petrol,3.0,165000,6,Tiptronic,Rear,4,Left wheel,White,10,14,11785.714285714286,BMW_535
14454,629.0,HYUNDAI,Accent,2015,Sedan,1,Diesel,1.6,191108,4,Automatic,Front,4,Left wheel,Black,4,10,19110.8,HYUNDAI_Accent
19823,595.0,TOYOTA,Aqua,2015,Hatchback,1,Petrol,1.5,67000,4,Automatic,Front,4,Left wheel,Black,4,10,6700.0,TOYOTA_Aqua
26770,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,1.6,57000,4,Automatic,Front,4,Left wheel,Silver,4,9,6333.333333333333,HYUNDAI_Elantra
54405,1091.0,CHEVROLET,Impala,2016,Sedan,1,Petrol,2.5,49716,4,Automatic,Front,4,Left wheel,Black,4,9,5524.0,CHEVROLET_Impala
392,1514.0,LEXUS,GX 470,2011,Sedan,1,Petrol,4.6,202048,8,Automatic,4x4,4,Left wheel,White,0,14,14432.0,LEXUS_GX 470
12700,1996.0,FORD,Transit,2002,Microbus,0,Diesel,2.4,250000,4,Manual,Rear,2,Left wheel,White,4,23,10869.565217391304,FORD_Transit
251,607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,2.5,39552,4,Automatic,Front,4,Left wheel,Black,12,6,6592.0,TOYOTA_Camry
78403,,MERCEDES-BENZ,ML 350,2013,Jeep,1,Diesel,3.0,150000,6,Tiptronic,4x4,4,Left wheel,Black,12,12,12500.0,MERCEDES-BENZ_ML 350
1882,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,146395,6,Automatic,Rear,4,Left wheel,Grey,12,11,13308.636363636364,MERCEDES-BENZ_E 350
21953,645.0,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,190000,4,Automatic,Front,4,Left wheel,Golden,4,14,13571.42857142857,LEXUS_CT 200h
42965,642.0,FORD,Explorer Turbo japan,2012,Jeep,1,Petrol,2.0,65000,4,Automatic,Front,4,Left wheel,White,10,13,5000.0,FORD_Explorer Turbo japan
53314,,MERCEDES-BENZ,C 200,2014,Sedan,1,Diesel,1.6,205000,4,Tiptronic,Rear,4,Left wheel,Blue,6,11,18636.363636363636,MERCEDES-BENZ_C 200
7840,,BMW,320,1999,Sedan,0,Diesel,2.0,350000,4,Manual,Rear,4,Left wheel,Blue,4,26,13461.538461538461,BMW_320
20500,640.0,FORD,Fusion Bybrid,2013,Sedan,1,Hybrid,2.0,131089,4,Automatic,Front,4,Left wheel,White,12,12,10924.083333333334,FORD_Fusion Bybrid
12544,,MERCEDES-BENZ,S 500,1998,Sedan,1,LPG,5.0,20000,8,Tiptronic,Rear,4,Left wheel,Black,15,27,740.7407407407408,MERCEDES-BENZ_S 500
1646,1356.0,LEXUS,GX 470,2014,Jeep,1,Petrol,4.6,71638,8,Automatic,4x4,4,Left wheel,Red,12,11,6512.545454545455,LEXUS_GX 470
11604,,HONDA,Elysion,2006,Minivan,0,LPG,2.4,220000,4,Tiptronic,Front,4,Right-hand drive,White,8,19,11578.947368421053,HONDA_Elysion
19500,,TOYOTA,Prius,2012,Sedan,0,Petrol,1.8,39000,4,Tiptronic,Front,4,Left wheel,Grey,0,13,3000.0,TOYOTA_Prius
12544,639.0,FORD,Focus,2014,Sedan,0,Petrol,2.0,87000,4,Automatic,Front,4,Left wheel,Golden,16,11,7909.090909090909,FORD_Focus
3136,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,159379,4,Automatic,Front,4,Left wheel,White,12,13,12259.923076923076,TOYOTA_Camry
19707,530.0,HYUNDAI,Elantra,2013,Sedan,1,Petrol,1.6,110000,4,Automatic,Front,4,Left wheel,Grey,4,12,9166.666666666666,HYUNDAI_Elantra
34240,891.0,CHEVROLET,Captiva,2016,Jeep,1,Diesel,2.0,149361,4,Automatic,Front,4,Left wheel,Silver,4,9,16595.666666666668,CHEVROLET_Captiva
15400,640.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,2.0,107000,4,Tiptronic,Front,4,Left wheel,Silver,8,12,8916.666666666666,HYUNDAI_Sonata
17562,503.0,TOYOTA,Prius C,2012,Hatchback,0,Petrol,1.5,89700,4,Automatic,Front,4,Left wheel,Sky blue,6,13,6900.0,TOYOTA_Prius C
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,280016,4,Automatic,Front,4,Left wheel,Silver,4,9,31112.88888888889,HYUNDAI_Sonata
47377,879.0,HYUNDAI,Elantra,2019,Sedan,1,Petrol,1.6,8737,4,Automatic,Front,4,Left wheel,White,4,6,1456.1666666666667,HYUNDAI_Elantra
68994,1391.0,MERCEDES-BENZ,CLS 550,2012,Sedan,1,Petrol,4.7,114000,8,Tiptronic,Rear,4,Left wheel,Black,0,13,8769.23076923077,MERCEDES-BENZ_CLS 550
81539,,BMW,X5,2014,Jeep,1,Diesel,3.5,104000,6,Automatic,4x4,4,Left wheel,White,12,11,9454.545454545454,BMW_X5
16621,521.0,CHEVROLET,Volt,2011,Hatchback,1,Plug-in Hybrid,1.4,105989,4,Automatic,Front,4,Left wheel,Silver,8,14,7570.642857142857,CHEVROLET_Volt
5802,876.0,CHEVROLET,Cruze,2009,Sedan,1,Petrol,1.8,156032,4,Automatic,Front,4,Left wheel,Black,4,16,9752.0,CHEVROLET_Cruze
9095,843.0,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.5,205000,4,Automatic,Front,4,Left wheel,Green,8,17,12058.823529411764,TOYOTA_Prius
5500,,MERCEDES-BENZ,C 180,1994,Sedan,1,Petrol,1.8,980087,4,Manual,Rear,4,Left wheel,Black,2,31,31615.709677419356,MERCEDES-BENZ_C 180
7840,,HONDA,Inspire,2005,Sedan,0,LPG,3.0,15500,6,Tiptronic,Front,4,Right-hand drive,Beige,8,20,775.0,HONDA_Inspire
13495,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,119595,4,Automatic,Front,4,Left wheel,White,4,13,9199.615384615385,HYUNDAI_Elantra
24571,781.0,HYUNDAI,H1,2012,Universal,1,Diesel,2.5,206211,4,Automatic,Front,4,Left wheel,Grey,4,13,15862.384615384615,HYUNDAI_H1
20814,765.0,CHEVROLET,Orlando,2015,Jeep,1,LPG,2.0,198840,4,Automatic,Front,4,Left wheel,White,4,10,19884.0,CHEVROLET_Orlando
15524,650.0,CHEVROLET,Cruze LT,2016,Sedan,0,Petrol,1.4,29355,4,Automatic,Front,4,Left wheel,White,8,9,3261.6666666666665,CHEVROLET_Cruze LT
188,490.0,HONDA,Insight,2011,Hatchback,1,Hybrid,1.3,216858,4,Automatic,Front,4,Left wheel,Grey,0,14,15489.857142857143,HONDA_Insight
1646,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,205968,6,Automatic,4x4,4,Left wheel,White,12,15,13731.2,MERCEDES-BENZ_E 350
15496,836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,2.0,200221,4,Automatic,Front,4,Left wheel,Silver,4,15,13348.066666666668,HYUNDAI_Santa FE
51746,694.0,FORD,Transit,2014,Microbus,0,Diesel,2.2,135000,4,Manual,Rear,4,Left wheel,White,2,11,12272.727272727272,FORD_Transit
9700,,BMW,525,1999,Sedan,0,Petrol,2.5,146000,6,Tiptronic,Rear,4,Left wheel,Silver,6,26,5615.384615384615,BMW_525
7997,1537.0,TOYOTA,Highlander,2009,Jeep,1,Hybrid,3.3,251278,6,Automatic,4x4,4,Left wheel,Green,12,16,15704.875,TOYOTA_Highlander
24283,730.0,CHEVROLET,Aveo,2016,Hatchback,1,Petrol,1.6,60805,4,Automatic,Front,4,Left wheel,Orange,4,9,6756.111111111111,CHEVROLET_Aveo
5331,,BMW,318,1998,Sedan,1,Petrol,1.8,256848,4,Automatic,Rear,4,Right-hand drive,Green,5,27,9512.888888888889,BMW_318
3607,1055.0,LEXUS,RX 450,2013,Jeep,1,Hybrid,3.5,163010,6,Automatic,Front,4,Left wheel,Black,12,12,13584.166666666666,LEXUS_RX 450
17054,629.0,HYUNDAI,Elantra,2015,Sedan,1,Diesel,1.6,99335,4,Automatic,Front,4,Left wheel,White,4,10,9933.5,HYUNDAI_Elantra
1803,761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,258909,4,Automatic,Front,4,Left wheel,White,12,15,17260.6,TOYOTA_Prius
549,753.0,HYUNDAI,Sonata,2012,Sedan,1,Hybrid,2.4,243051,4,Automatic,Front,4,Left wheel,White,0,13,18696.23076923077,HYUNDAI_Sonata
29169,770.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,1.7,170000,4,Automatic,Front,4,Left wheel,White,4,9,18888.88888888889,HYUNDAI_Tucson
35,,TOYOTA,Prius,2010,Sedan,0,Petrol,1.6,240000,2,Automatic,Front,4,Left wheel,White,2,15,16000.0,TOYOTA_Prius
13799,574.0,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,100000,4,Tiptronic,Front,4,Left wheel,Silver,10,15,6666.666666666667,HONDA_Insight
7213,915.0,BMW,X5,2014,Jeep,1,Diesel,3.0,0,6,Automatic,4x4,4,Left wheel,Black,0,11,0.0,BMW_X5
20228,,BMW,"118 2,0",2008,Hatchback,1,Diesel,2.0,188000,4,Manual,Rear,4,Left wheel,Beige,10,17,11058.823529411764,"BMW_118 2,0"
32929,1091.0,TOYOTA,Camry,2016,Sedan,1,Petrol,2.5,42140,4,Automatic,Front,4,Left wheel,White,6,9,4682.222222222223,TOYOTA_Camry
12231,,HONDA,FIT,2012,Hatchback,0,Hybrid,1.3,126000,4,Automatic,Front,4,Right-hand drive,Silver,5,13,9692.307692307691,HONDA_FIT
14113,,TOYOTA,Prius,2005,Sedan,0,Hybrid,1.5,111111,4,Automatic,Front,4,Left wheel,Silver,6,20,5555.55,TOYOTA_Prius
3607,862.0,FORD,Escape,2011,Jeep,1,Hybrid,2.5,168966,4,Automatic,4x4,4,Left wheel,White,0,14,12069.0,FORD_Escape
38574,,FORD,Fusion,2016,Sedan,1,Plug-in Hybrid,2.0,59200,4,Tiptronic,Front,4,Left wheel,White,10,9,6577.777777777777,FORD_Fusion
1725,1324.0,TOYOTA,Highlander,2010,Sedan,1,Hybrid,3.3,226198,6,Automatic,4x4,4,Left wheel,Green,12,15,15079.866666666667,TOYOTA_Highlander
1411,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,3.5,266061,6,Automatic,4x4,4,Left wheel,Black,12,16,16628.8125,MERCEDES-BENZ_E 350
157,919.0,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,3.0,145227,6,Automatic,4x4,4,Left wheel,Grey,12,13,11171.307692307691,MERCEDES-BENZ_ML 350
17249,,FORD,Transit,2011,Microbus,0,Diesel,2.2,160000,4,Manual,Front,4,Left wheel,Yellow,1,14,11428.57142857143,FORD_Transit
29793,,BMW,X5,2008,Jeep,1,Petrol,3.0,208000,6,Automatic,4x4,4,Left wheel,Blue,8,17,12235.29411764706,BMW_X5
17249,1024.0,TOYOTA,Camry,2010,Sedan,0,Petrol,2.5,159000,4,Tiptronic,Front,4,Left wheel,Silver,9,15,10600.0,TOYOTA_Camry
36065,,BMW,528,2012,Sedan,1,Petrol,2.0,120162,4,Tiptronic,Rear,4,Left wheel,White,16,13,9243.23076923077,BMW_528
30367,639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,45300,4,Automatic,Front,4,Left wheel,Blue,4,11,4118.181818181818,HYUNDAI_Santa FE
3763,1172.0,HONDA,Odyssey,2011,Sedan,1,Petrol,3.5,204237,6,Automatic,Front,4,Left wheel,Silver,12,14,14588.357142857143,HONDA_Odyssey
21297,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,72609,4,Automatic,Front,4,Left wheel,Silver,4,14,5186.357142857143,HYUNDAI_H1
39593,1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,2.5,127675,4,Automatic,Front,4,Left wheel,Silver,4,9,14186.111111111111,HYUNDAI_H1
314,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,382746,6,Automatic,4x4,4,Left wheel,Silver,12,15,25516.4,LEXUS_RX 450
68144,831.0,HONDA,Civic,2018,Sedan,1,Petrol,1.5,42857,4,Automatic,Front,4,Left wheel,Grey,4,7,6122.428571428572,HONDA_Civic
15994,1172.0,MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,3.5,170429,6,Automatic,Rear,2,Left wheel,Silver,12,14,12173.5,MERCEDES-BENZ_E 350
1803,1405.0,BMW,X5,2009,Jeep,1,Diesel,3.0,229854,6,Automatic,4x4,4,Left wheel,Green,0,16,14365.875,BMW_X5
6899,,HONDA,Stream,2004,Minivan,0,Petrol,1.7,0,4,Automatic,Front,4,Right-hand drive,Silver,4,21,0.0,HONDA_Stream
470,862.0,TOYOTA,Camry,2011,Sedan,1,Petrol,2.5,214432,4,Automatic,Front,4,Left wheel,Blue,12,14,15316.57142857143,TOYOTA_Camry
4704,1529.0,MERCEDES-BENZ,C 180,1995,Sedan,0,CNG,1.8,0,4,Manual,Rear,4,Left wheel,Purple,4,30,0.0,MERCEDES-BENZ_C 180
23518,934.0,HYUNDAI,H1,2015,Minivan,1,Diesel,2.5,52351,4,Automatic,Front,4,Left wheel,Yellow,4,10,5235.1,HYUNDAI_H1
251,1091.0,TOYOTA,Camry,2016,Sedan,1,Petrol,2.5,89109,4,Automatic,Front,4,Left wheel,White,12,9,9901.0,TOYOTA_Camry
10036,1018.0,BMW,X5,2011,Jeep,1,Diesel,3.0,207694,6,Automatic,4x4,4,Left wheel,Black,0,14,14835.285714285714,BMW_X5
14113,,BMW,X5,2004,Jeep,1,Petrol,4.8,206000,12,Tiptronic,4x4,4,Left wheel,Blue,8,21,9809.52380952381,BMW_X5
20005,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,129000,4,Automatic,Front,4,Left wheel,Silver,4,14,9214.285714285714,HYUNDAI_Elantra
8938,586.0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,1.8,323733,4,Automatic,Front,4,Left wheel,Grey,12,13,24902.53846153846,TOYOTA_Prius
14229,966.0,HYUNDAI,Genesis,2009,Coupe,1,Petrol,2.0,106325,4,Automatic,Front,4,Left wheel,White,4,16,6645.3125,HYUNDAI_Genesis
15289,836.0,HYUNDAI,Genesis,2010,Coupe,1,Petrol,2.0,146691,4,Automatic,Front,4,Left wheel,Black,4,15,9779.4,HYUNDAI_Genesis
50030,1017.0,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,2.0,66340,4,Automatic,Front,4,Left wheel,Blue,4,8,8292.5,HYUNDAI_Santa FE
7527,,MERCEDES-BENZ,C 180 2.0,1998,Sedan,0,CNG,2.0,0,4,Manual,Rear,4,Left wheel,Silver,4,27,0.0,MERCEDES-BENZ_C 180 2.0
17249,645.0,TOYOTA,Prius,2011,Hatchback,0,Hybrid,1.8,145000,4,Automatic,Front,4,Left wheel,White,12,14,10357.142857142857,TOYOTA_Prius
9565,919.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,3.0,171221,6,Automatic,Rear,4,Left wheel,Black,12,13,13170.846153846154,MERCEDES-BENZ_E 350
21953,,TOYOTA,Prius,2015,Sedan,0,Hybrid,1.8,67200,4,Automatic,Front,4,Left wheel,Black,8,10,6720.0,TOYOTA_Prius
8311,642.0,HYUNDAI,Sonata,2012,Sedan,1,LPG,2.0,71318,4,Automatic,Front,4,Left wheel,White,4,13,5486.0,HYUNDAI_Sonata
7213,,CHEVROLET,Cruze,2005,Hatchback,0,Petrol,1.5,100000,4,Automatic,Front,4,Right-hand drive,Black,4,20,5000.0,CHEVROLET_Cruze
10976,697.0,HYUNDAI,Elantra,2015,Sedan,1,Petrol,1.8,83902,4,Automatic,Front,4,Left wheel,Grey,0,10,8390.2,HYUNDAI_Elantra
16935,1051.0,HYUNDAI,Sonata,2016,Sedan,0,Petrol,2.4,0,4,Automatic,Front,4,Left wheel,Beige,0,9,0.0,HYUNDAI_Sonata
6586,586.0,HYUNDAI,Elantra,2012,Sedan,0,Petrol,1.8,158080,4,Automatic,Front,4,Left wheel,Black,6,13,12160.0,HYUNDAI_Elantra
7840,1426.0,FORD,F150,2018,Sedan,1,Petrol,2.7,2792,6,Automatic,Rear,4,Left wheel,White,12,7,398.85714285714283,FORD_F150
200,,TOYOTA,Land Cruiser 105,2004,Jeep,1,Diesel,4.2,170000,8,Manual,4x4,4,Left wheel,Silver,2,21,8095.238095238095,TOYOTA_Land Cruiser 105
7370,917.0,BMW,X6,2013,Jeep,1,Petrol,3.0,179382,6,Automatic,4x4,4,Left wheel,Grey,12,12,14948.5,BMW_X6
43880,1017.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,2.0,79877,4,Automatic,Front,4,Left wheel,Black,4,8,9984.625,HYUNDAI_Tucson
392,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,314373,4,Automatic,Front,4,Left wheel,Grey,12,13,24182.53846153846,TOYOTA_Camry
8311,502.0,HONDA,Civic,2013,Sedan,1,Hybrid,1.5,144872,4,Automatic,Front,4,Left wheel,White,0,12,12072.666666666666,HONDA_Civic
11917,,FORD,Transit,2011,Microbus,0,Petrol,1.3,148000,4,Manual,Front,4,Left wheel,White,8,14,10571.42857142857,FORD_Transit
314,862.0,FORD,Escape,2011,Jeep,1,Hybrid,2.5,130306,4,Automatic,4x4,4,Left wheel,Green,0,14,9307.57142857143,FORD_Escape
28909,639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,2.0,231241,4,Automatic,Front,4,Left wheel,White,4,11,21021.909090909092,HYUNDAI_Santa FE
15681,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,4.6,275240,8,Automatic,4x4,4,Left wheel,Silver,0,15,18349.333333333332,LEXUS_GX 460
10697,645.0,CHEVROLET,Cruze,2011,Sedan,1,Diesel,1.8,241768,4,Automatic,Front,4,Left wheel,Silver,4,14,17269.14285714286,CHEVROLET_Cruze
27911,1197.0,TOYOTA,Tacoma,2012,Sedan,1,Petrol,4.0,365810,6,Automatic,4x4,4,Left wheel,White,12,13,28139.23076923077,TOYOTA_Tacoma
19444,831.0,HONDA,Cr-v,2011,Jeep,0,Petrol,2.4,112578,4,Automatic,4x4,4,Left wheel,White,6,14,8041.285714285715,HONDA_Cr-v
19883,502.0,TOYOTA,Aqua,2013,Sedan,1,Petrol,1.5,70400,4,Automatic,Front,4,Left wheel,Blue,4,12,5866.666666666667,TOYOTA_Aqua
31361,,TOYOTA,Hilux,2016,Pickup,0,Diesel,2.4,138400,6,Manual,Rear,4,Left wheel,White,8,9,15377.777777777777,TOYOTA_Hilux
2587,382.0,FORD,Fusion,2015,Sedan,1,Hybrid,2.0,88795,4,Automatic,Front,4,Left wheel,Black,0,10,8879.5,FORD_Fusion
5018,779.0,TOYOTA,RAV 4,2013,Jeep,1,Petrol,2.5,193960,4,Automatic,Front,4,Left wheel,Grey,12,12,16163.333333333334,TOYOTA_RAV 4
1882,746.0,TOYOTA,Prius,2009,Sedan,1,Hybrid,1.5,142426,4,Automatic,Front,4,Left wheel,White,12,16,8901.625,TOYOTA_Prius
15681,521.0,CHEVROLET,Cruze,2011,Sedan,1,Petrol,1.4,93000,4,Tiptronic,Front,4,Left wheel,Grey,10,14,6642.857142857143,CHEVROLET_Cruze
7840,,BMW,325,2000,Sedan,1,Petrol,2.5,0,6,Tiptronic,Rear,4,Left wheel,Purple,6,25,0.0,BMW_325
26096,730.0,CHEVROLET,Orlando,2016,Jeep,1,Diesel,1.6,86965,4,Automatic,Front,4,Left wheel,Black,4,9,9662.777777777777,CHEVROLET_Orlando
46728,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,4.6,260771,8,Automatic,4x4,4,Left wheel,Black,0,15,17384.733333333334,LEXUS_GX 460
78403,,TOYOTA,Land Cruiser Prado,2014,Jeep,1,Diesel,3.0,146000,6,Tiptronic,4x4,5,Left wheel,Black,12,11,13272.727272727272,TOYOTA_Land Cruiser Prado
10669,790.0,CHEVROLET,Lacetti,2009,Sedan,1,Petrol,1.6,138681,4,Automatic,Front,4,Left wheel,Silver,4,16,8667.5625,CHEVROLET_Lacetti
18817,,TOYOTA,Prius,2010,Hatchback,0,Hybrid,1.8,154000,4,Automatic,Front,4,Left wheel,Grey,12,15,10266.666666666666,TOYOTA_Prius
15681,,HYUNDAI,Accent,2012,Sedan,0,Petrol,1.6,139000,4,Tiptronic,Front,4,Left wheel,Silver,0,13,10692.307692307691,HYUNDAI_Accent
34497,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Petrol,3.5,64000,6,Tiptronic,4x4,4,Left wheel,Grey,12,13,4923.076923076923,MERCEDES-BENZ_E 350
26657,,HYUNDAI,Elantra,2016,Sedan,0,Petrol,2.0,77643,4,Tiptronic,Front,4,Left wheel,Carnelian red,12,9,8627.0,HYUNDAI_Elantra
8781,1356.0,MERCEDES-BENZ,GL 450,2014,Jeep,1,Petrol,4.6,81894,8,Automatic,4x4,4,Left wheel,Grey,12,11,7444.909090909091,MERCEDES-BENZ_GL 450
13495,836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,2.0,55751,4,Automatic,Front,4,Left wheel,Black,4,15,3716.733333333333,HYUNDAI_Santa FE
13172,,TOYOTA,Altezza,2002,Sedan,0,Petrol,2.0,88000,4,Manual,Rear,4,Right-hand drive,Blue,10,23,3826.086956521739,TOYOTA_Altezza
41397,,MERCEDES-BENZ,CLA 250,2014,Sedan,1,Petrol,2.0,89000,4,Tiptronic,Front,4,Left wheel,Black,12,11,8090.909090909091,MERCEDES-BENZ_CLA 250
32302,1604.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Petrol,5.5,101424,8,Automatic,4x4,4,Left wheel,Grey,12,11,9220.363636363636,MERCEDES-BENZ_E 350
1803,528.0,HYUNDAI,Accent,2014,Hatchback,1,Petrol,1.6,82602,4,Automatic,Front,4,Left wheel,Blue,12,11,7509.272727272727,HYUNDAI_Accent
15681,645.0,TOYOTA,Prius,2011,Sedan,1,Hybrid,1.8,63500,4,Automatic,Front,4,Left wheel,Silver,0,14,4535.714285714285,TOYOTA_Prius
34400,891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,2.0,79000,4,Automatic,Front,4,Left wheel,Silver,4,9,8777.777777777777,HYUNDAI_Tucson
31988,1935.0,LEXUS,GX 460,2016,Jeep,1,Petrol,4.6,155976,8,Automatic,4x4,4,Left wheel,White,0,9,17330.666666666668,LEXUS_GX 460
5645,1324.0,TOYOTA,Highlander,2010,Sedan,1,Hybrid,3.3,345405,6,Automatic,4x4,4,Left wheel,Silver,12,15,23027.0,TOYOTA_Highlander
37006,1018.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.0,227200,6,Tiptronic,Rear,4,Left wheel,Black,12,14,16228.57142857143,MERCEDES-BENZ_E 350
50,,TOYOTA,Aqua S,2014,Hatchback,1,Hybrid,1.5,127000,4,Automatic,Front,4,Right-hand drive,Grey,7,11,11545.454545454546,TOYOTA_Aqua S
21950,,FORD,Fusion,2012,Sedan,1,Hybrid,2.0,272000,4,Variator,Front,4,Left wheel,White,12,13,20923.076923076922,FORD_Fusion
15681,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,4.6,275240,8,Automatic,4x4,4,Left wheel,Silver,0,15,18349.333333333332,LEXUS_GX 460
784,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,102397,4,Automatic,Front,4,Left wheel,Black,12,11,9308.818181818182,TOYOTA_Camry
706,919.0,FORD,Fusion,2012,Sedan,1,Petrol,3.0,149822,6,Automatic,Front,4,Left wheel,Blue,12,13,11524.76923076923,FORD_Fusion
30,,HONDA,FIT,2006,Hatchback,0,Petrol,1.3,0,4,Automatic,Front,4,Right-hand drive,Silver,4,19,0.0,HONDA_FIT
38229,1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,2.5,92078,4,Automatic,Front,4,Left wheel,Black,4,9,10230.888888888889,HYUNDAI_H1
9722,609.0,TOYOTA,Camry,2018,Sedan,1,Hybrid,2.5,127515,4,Automatic,Front,4,Left wheel,Black,12,7,18216.428571428572,TOYOTA_Camry
19444,308.0,TOYOTA,Prius V,2014,Sedan,0,Hybrid,1.8,350000,4,Automatic,Front,4,Left wheel,White,12,11,31818.18181818182,TOYOTA_Prius V
11917,1267.0,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,18000,4,Automatic,Front,4,Right-hand drive,White,6,12,1500.0,TOYOTA_Aqua
23521,,TOYOTA,Prius,2012,Sedan,0,Hybrid,1.8,84021,4,Automatic,Front,4,Right-hand drive,Carnelian red,8,13,6463.153846153846,TOYOTA_Prius
3450,607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,2.5,9626,4,Automatic,Front,4,Left wheel,Black,12,6,1604.3333333333333,TOYOTA_Camry
20071,,TOYOTA,Prius C,2015,Hatchback,0,Hybrid,1.5,60800,4,Tiptronic,Front,4,Left wheel,Grey,6,10,6080.0,TOYOTA_Prius C
10506,1266.0,TOYOTA,Aqua,2014,Hatchback,0,Hybrid,1.5,122000,4,Variator,Front,4,Right-hand drive,Silver,0,11,11090.90909090909,TOYOTA_Aqua
470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,4,Left wheel,Black,12,15,15326.933333333332,MERCEDES-BENZ_E 350
34905,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,132023,4,Automatic,Front,4,Left wheel,Grey,4,11,12002.09090909091,HYUNDAI_H1
